"","x"
"138",2.06680472429984
"139",2.63266478000664
"140",5.63141021856999
"141",6.69225173194615
"142",0.828291086208513
"143",6.14428392043866
"144",0.815300377691042
"145",0.577992631939175
"146",1.33444478246101
"147",0.0945765911696557
"148",1.43682669690438
"149",1.65508431558767
"150",5.24529420195464
"151",5.79069849439097
"152",4.09013145435013
"153",2.58705134764699
"154",0.106230531632328
"155",1.30331623320852
"156",0.893639464993882
"157",1.86135783446662
"158",0.170483022769628
"159",3.32083540890667
"160",11.3515248133353
"161",3.79796308789473
"162",0.742914961345479
"163",3.45032215030175
"164",0.876032250131081
"165",6.93078060147918
"166",1.47756246866783
"167",1.06928758990355
"168",1.04438190903997
"169",3.33012279945803
"170",16.1687728426938
"171",0.679387989210952
"172",2.53398033198151
"173",5.12553050929966
"174",3.6658467436053
"175",0.825619703105784
"176",3.21399925926588
"177",3.11607301590148
"178",1.93145937049601
"179",2.99950324644543
"180",4.6663314778912
"181",0.434332409990224
"182",3.98324524185898
"183",1.74582550261065
"184",1.79356392306902
"185",11.7156548002089
"186",1.23303658966603
"187",3.22566943930363
"188",1.34144303221877
"189",5.87141916298609
"190",0.422857267181315
"191",3.54044068248968
"192",1.94637612370082
"193",6.32921167665485
"194",0.515968539792226
"195",6.19117568772865
"196",3.19198448915278
"197",3.02729098951943
"198",4.76167370979296
"199",5.65786563692981
"200",7.53792794476362
"201",2.32902685637474
"202",0.872230760273651
"203",3.51276119345314
"204",4.22338523245783
"205",0.144799536736536
"206",2.54738016723419
"207",1.16454897825757
"208",0.823304302733057
"209",4.98732993105
"210",1.65012861222205
"211",3.71569032864158
"212",1.21883891740674
"213",0.17354988235564
"214",2.5452510976687
"215",1.0044837111139
"216",6.30597317181963
"217",3.98344107961263
"218",3.74777577125491
"219",3.66576857735242
"220",1.27408543934509
"221",1.53864693474715
"222",5.13956853397859
"223",3.08479408990857
"224",0.533853364734397
"225",1.54291314439284
"226",2.82080308554894
"227",0.433907688918271
"228",4.62171723043025
"229",1.17484842283712
"230",0.91042657948143
"231",1.62564648194829
"232",0.186224948004734
"233",1.74686272680168
"234",1.36668461861376
"235",5.19444234509235
"236",1.27125102107517
"237",1.98410865249787
"238",1.60250075756085
"239",0.973100902863364
"240",4.95100595192873
"241",4.27726088009194
"242",2.68651345308926
"243",2.38852054396288
"244",2.69501359229138
"245",8.573321973698
"246",0.807917098582107
"247",2.17550990489614
"248",1.51544581635672
"249",2.18183161503728
"250",0.702418169689179
"251",0.248125770787957
"252",1.52939602491776
"253",0.390463616025914
"254",7.44635464883147
"255",3.01750216268098
"256",3.02067397360914
"257",4.08422883399975
"258",0.227484452871418
"259",2.33823429326039
"260",2.89297783518981
"261",4.60229047051832
"262",2.12704235351219
"263",2.91140959776639
"264",0.77263163635977
"265",1.64511717900887
"266",1.77417628027976
"267",5.68038825368748
"268",2.20105291636731
"269",4.98288427909481
"270",2.77087576072652
"271",4.93514477121669
"272",1.60281410128006
"273",2.83595793684344
"274",1.92991899055183
"275",1.88151476445057
"276",3.48586323776236
"277",1.70143917057826
"278",1.92785630731348
"279",0.0843140270109779
"280",1.29270619421471
"281",0.730842484049595
"282",1.75959402269098
"283",1.03414108070934
"284",3.64758510636679
"285",0.599109247928889
"286",3.33616847519146
"287",4.14484755651003
"288",0.948268173235814
"289",4.83190657350796
"290",0.557229325703562
"291",1.76559195698505
"292",1.45308380847345
"293",1.65307800002864
"294",0.142594465987475
"295",1.96235189452379
"296",10.7220903269586
"297",2.13699968794667
"298",1.15329226848766
"299",5.17194746402533
"300",3.75226514467109
"301",5.81645469399238
"302",2.19195583630929
"303",1.78556267036018
"304",4.49771538300819
"305",1.93284065973953
"306",3.39154641251448
"307",1.29124559071216
"308",1.28117888772291
"309",3.11266673854297
"310",1.79264597669171
"311",4.90954775822382
"312",4.7428928026276
"313",2.19427273909728
"314",1.3140878459004
"315",1.38534323785854
"316",0.182220548257369
"317",2.18442258083945
"318",1.2382542627183
"319",6.14772995060893
"320",3.39538831281233
"321",1.76940593551156
"322",2.24327391900391
"323",1.39401874898396
"324",3.39787907741516
"325",2.32803180995881
"326",1.38885699076131
"327",2.77062553715771
"328",3.03770068749508
"329",3.96739015644847
"330",1.08323507273772
"331",2.62195628650915
"332",6.48108547191732
"333",1.85840849454488
"334",4.23246062530085
"335",4.7965349861581
"336",1.235507826322
"337",6.06722348424047
"338",2.15472357439281
"339",0.997381290674222
"340",0.0295286207772976
"341",2.14158649850582
"342",2.37964062999715
"343",0.819041699022513
"344",2.09197076686785
"345",1.3068831415049
"346",0.700294598997497
"347",2.68121661451776
"348",3.89160229877663
"349",4.08162564752015
"350",1.69474181454543
"351",4.30838208231044
"352",2.56130620120385
"353",6.29733728121441
"354",3.41100777090125
"355",4.7335257115763
"356",3.18988626324422
"357",8.49393060806262
"358",0.123140559512051
"359",2.57124358676925
"360",1.65048279967103
"361",2.2842923225369
"362",2.18316353942798
"363",3.99611552104965
"364",2.53160418038324
"365",6.57258320620403
"366",8.30123707319324
"367",6.80056973437799
"368",5.33971856225508
"369",3.50171952085341
"370",0.609245798003801
"371",1.11418305951877
"372",9.91715301104819
"373",1.09799341285374
"374",4.0762867858249
"375",1.20534888456995
"376",0.957602296795323
"377",0.192744976979872
"378",5.55750277454693
"379",5.18598717895797
"380",2.6894448816196
"381",0.679805060920728
"382",1.26979912402881
"383",2.03795289873112
"384",2.31587191833511
"385",11.8834266335209
"386",4.84678514220167
"387",5.66394536315659
"388",0.589170480972408
"389",2.09402724528539
"390",3.70049190334191
"391",3.17052914264486
"392",0.686520087964715
"393",1.55653869484738
"394",1.31703899411366
"395",3.39226175524573
"396",6.29549140039617
"397",0.916521779633791
"398",1.64709552724383
"399",2.18591581929093
"400",1.26358585246844
"401",4.36385300247025
"402",2.15761621288806
"403",1.42958149479853
"404",3.02094393138961
"405",4.64789922693733
"406",1.3367383626887
"407",3.49708807320196
"408",4.13629683895455
"409",1.88398778129687
"410",1.55921955111647
"411",1.99029812932532
"412",6.71869827265676
"413",4.0981413198926
"414",3.54469022633985
"415",2.93428955603306
"416",1.31802598667107
"417",1.49534862246533
"418",6.54694527151417
"419",6.2819563052259
"420",0.770979658395951
"421",0.798859527454491
"422",4.04460350974859
"423",1.13118325523911
"424",1.30303896264085
"425",5.60360373031449
"426",1.18527584439088
"427",1.34780717550419
"428",5.08253974014883
"429",0.38246930934947
"430",6.75999776142081
"431",3.52904925155107
"432",0.48241632518976
"433",4.14256779140002
"434",7.61234532481495
"435",3.16325258853187
"436",1.47219547990528
"437",1.05611106315263
"438",1.55935795093903
"439",0.722313149654373
"440",3.62826677673972
"441",6.57768792684218
"442",1.9437927524876
"443",1.10531242794954
"444",1.53053111526539
"445",5.25424877207363
"446",0.72377693526727
"447",12.8987113129481
"448",3.24423913096336
"449",1.75080336758918
"450",0.595235796053283
"451",2.68564764368904
"452",4.39546579451967
"453",3.47422506839934
"454",4.75587175014469
"455",3.06510764175298
"456",2.19940252671973
"457",4.25184686041746
"458",1.18131143189871
"459",0.847254831837262
"460",6.84985771344113
"461",3.14382045626831
"462",1.80691313772845
"463",3.46358985447909
"464",6.37942479329711
"465",0.394419707542276
"466",4.61792676930349
"467",0.876102200446056
"468",2.70588960599524
"469",2.1805692155592
"470",1.02386734811872
"471",1.19074368553361
"472",15.8852586659871
"473",0.191450941518756
"474",1.63120422556233
"475",2.51911641678837
"476",0.536190243289817
"477",6.25892270710744
"478",12.6817019667451
"479",1.21882719496797
"480",0.148224799113179
"481",6.49983554239529
"482",0.251542948215068
"483",0.646305457777384
"484",1.36565268453713
"485",1.2660392193351
"486",2.0041149667494
"487",7.33327580780222
"488",1.44863657251061
"489",1.85560359179132
"490",1.12615053917417
"491",6.65961674790417
"492",5.89168231976706
"493",0.331265471601215
"494",0.266885693709421
"495",1.88644989589159
"496",1.79039976082845
"497",3.12819000863119
"498",5.25072693158252
"499",0.548383209796303
"500",2.6725965886365
